Time,Wave Probe 1 mm,Wave Probe 2 mm,Wave Probe 3 mm,Wave Probe 4 mm,Wave Probe 5 mm,Wave Probe 6 mm
Seconds,mm,mm,mm,mm,mm,mm
1.96,7.776073604,2.22277551,3.121695743,-28.98464808,-1.224552106,-14.90242756
1.97,3.006295898,2.422904984,1.50398279,-28.68445683,14.1270712,-10.49959872
1.98,2.005644335,3.465246221,0.611739439,-25.94937986,-0.999406689,-14.4104451
1.99,8.309755572,4.799443565,1.520660239,-26.84995422,0.993547953,-12.8094169
2,8.293078009,4.282442019,4.130682122,-25.94937986,-0.382341382,-12.61762701
2.01,3.723429752,7.976503563,2.321177878,-24.4067288,2.102598626,-10.68305004
2.02,5.833138622,4.349151891,3.955568758,-25.54912452,4.170604046,-6.655456996
2.03,4.59900042,6.175335243,4.414199021,-24.59851789,0.50990193,-7.814537119
2.04,5.341151026,7.54288886,8.37509988,-21.4548432,12.48433497,-7.814537119
2.05,2.297501002,2.581340827,7.040901065,-20.71270207,-1.366310323,-9.457261421
2.06,3.931898932,3.39853637,3.496938569,-8.37145389,16.6370407,-1.944083478
2.07,3.990270306,4.999573222,4.722732149,-1.500359271,-0.11550229,-4.278924396
2.08,2.589357701,6.116964067,2.979937354,2.335452966,2.719664601,-1.627212065
2.09,2.656067808,6.44217492,3.096679556,5.979479376,-2.658811392,1.599875101
2.1,1.730465221,4.932863335,5.481557014,-9.905773855,-6.71976268,5.143838126
2.11,3.673397151,2.131049506,2.954921169,-2.275859824,-5.152086043,-1.535486124
2.12,3.48994429,0.821869587,4.981232904,9.907028066,-8.229067608,8.921290782
2.13,1.496979935,9.344058075,2.846517701,7.405404048,-9.479872229,4.95204707
2.14,1.538673734,1.097047482,1.554015136,15.49399675,-12.1649311,6.91999071
2.15,0.429618886,-1.596359271,4.49758635,13.92630883,-4.501666771,6.436343414
2.16,-0.596047972,15.37298045,0.686787935,15.3022051,-8.854469982,6.636473319
2.17,-1.004646855,0.063045831,3.038308454,20.54729509,-11.08924009,9.029694578
2.18,1.405253578,0.454965768,0.444965012,18.71276319,-12.25665668,10.82252722
2.19,3.298152676,0.771837246,6.106962277,11.12448592,-8.979550442,12.93223416
2.2,4.282127192,0.454965768,-0.138745409,6.85504707,-10.87243411,12.63203861
2.21,4.232094581,-1.312842888,1.320530864,8.322665922,-13.23228306,11.77314595
2.22,0.788185441,-2.146714523,0.920272155,5.787688394,-14.26627992,15.475559
2.23,2.330856052,10.86171084,1.720789628,7.22195171,-9.613291359,9.738488737
2.24,1.188445838,-2.163391953,0.686787935,0.734417672,-8.654341236,15.15868561
2.25,4.332159805,-0.545680774,3.23843795,-1.500359271,-10.00521002,9.371583502
2.26,2.230790904,-2.180069383,0.670110491,-1.275213911,-10.32208039,7.83725306
2.27,2.664406572,-1.096036224,9.867735573,-5.277795525,-4.901924801,6.019406158
2.28,2.714439153,-0.945939294,-1.106036704,-7.687680615,-10.5555638,5.702533885
2.29,3.990270306,-0.804181074,0.770175154,-11.82367274,-7.970567922,6.453020905
2.3,4.031964145,-0.795842355,-0.347213388,-12.35734874,-9.363130486,3.325993001
2.31,-1.74679569,1.213789628,-0.438939294,-13.74990914,-8.412518984,1.866714514
2.32,1.421931097,0.963627894,-2.006617967,-14.11681117,-0.582470686,2.041827892
2.33,4.657371809,0.696788735,-0.73079443,-15.72617643,-5.318860192,-0.576532923
2.34,-2.063668164,1.889226419,-5.000214819,-19.24509665,-4.726811919,2.31700608
2.35,-2.072006913,6.59227225,-5.008553524,-16.08473957,-4.901924801,-0.092886839
2.36,-1.546665687,1.639064625,-5.442166188,-11.13990023,-0.882664614,-0.876727003
2.37,9.568911909,6.183673983,-3.782763539,-18.5363097,3.403440568,-2.069164289
2.38,-2.830832949,1.13040238,-4.241392504,-19.92052877,15.41958011,8.546046906
2.39,4.824147211,0.663433842,-3.966215133,-22.63893321,4.212297719,-4.946021459
2.4,-0.145755253,1.538999914,-5.909133602,-16.35157722,3.161617341,-5.538069976
2.41,0.746491653,10.00281934,5.056281515,-3.384908645,3.094907489,-5.613118371
2.42,0.663104079,1.355547953,-4.941843878,-23.71462026,3.51184409,-3.937037093
2.43,-1.68842444,-0.979294168,-5.367117847,-21.10461932,7.381018714,-1.118549989
2.44,1.605383815,-0.829197231,-4.491553728,-20.13733411,8.431700689,-4.395666393
2.45,3.9402377,0.388255988,-0.855875193,-21.35477924,6.038481219,-7.556037274
2.46,0.421280129,8.235004668,-6.117601175,-24.94040276,4.987800155,-3.50342387
2.47,2.497631306,1.005321514,-3.115666735,-22.48883732,18.49658778,-5.646473213
2.48,3.073006016,-0.412261255,-2.206747099,-22.57222393,-10.20533868,-8.373230256
2.49,4.882518604,1.005321514,-4.049602218,-24.88203217,14.25215268,-8.981955496
2.5,4.832485981,-0.403922535,-1.231117452,-19.95388344,14.13540996,-7.039037518
2.51,11.69530317,1.764145519,-1.664730668,-21.34644058,-8.05395492,-4.420682535
2.52,4.7991309,3.140035713,-1.506295077,-19.89551277,-13.61586258,-6.588747335
2.53,5.524604017,2.256130421,-0.197116444,20.29713157,3.695296214,-0.885065727
2.54,6.850469203,1.063692585,1.737467077,6.137915415,-20.1116914,-7.956295089
2.55,5.899848812,2.881535081,4.97289417,-19.10333927,-11.46448119,-5.438005446
2.56,5.833138622,2.681405575,5.915171315,-19.48691804,-21.62098997,-4.137166251
2.57,3.948576468,5.99188298,10.56819059,-14.56709998,-21.62098997,-4.487392245
2.58,8.251384102,4.290780753,11.10187073,0.467578543,-17.51836464,-5.004392445
2.59,7.067277411,6.558917287,5.464879542,-7.871131996,-22.20469641,2.392054682
2.6,2.414243678,5.049605638,7.124288472,5.80436587,-19.63638729,0.640921169
2.61,3.539976887,3.782118033,3.063324641,9.548461816,-12.31502749,-2.536132602
2.62,1.205123356,5.750059561,4.447553952,5.837720823,-20.33683543,-3.403359271
2.63,1.288510946,2.90655127,3.813810328,2.160339687,-23.73067136,7.58709057
2.64,0.654765322,-0.187115803,2.296161699,11.58311745,-21.58763531,0.624243712
2.65,-0.562692958,2.88987381,7.933146451,11.62481122,-23.18031982,-0.301354989
2.66,3.573331953,0.538352996,9.342394426,2.752389387,-18.6774402,-0.885065727
2.67,1.580367535,5.566607326,0.403271406,3.127632219,-12.18994717,0.807695743
2.68,1.838869111,0.138094326,-1.923230825,11.7248763,-14.23292519,3.209250694
2.69,1.430269857,-0.604051811,-0.447278012,18.06233857,-20.2951421,6.219536033
2.7,0.821540471,4.907847128,-1.456262784,-2.851231069,-16.11746701,5.560775249
2.71,0.829879229,2.039323505,5.448202071,-3.943602255,-17.56005801,12.34018185
2.72,2.606035228,1.088708758,-3.590973223,-2.192472677,-19.50296858,11.43959548
2.73,-0.637741738,1.122063656,-4.933505172,1.810113161,-9.163001774,14.59998788
2.74,-0.662757998,-1.212778276,4.847813157,0.267449213,-14.09116757,14.20806566
2.75,12.46247222,-1.087697506,-4.54158597,-5.419553524,-16.1591604,19.82006395
2.76,-0.646080492,0.05470711,-6.259359116,-2.992989185,-8.012261421,14.1413555
2.77,-0.612725479,-0.562358213,-3.199053844,-8.746695256,-12.79033268,19.72833728
2.78,0.312876297,0.971966618,6.732367681,-7.304100417,-12.35672093,19.29472035
2.79,2.272484715,-0.9042457,-1.598020947,-10.3143698,4.078877967,23.44743943
2.8,5.607991745,-1.312842888,-9.92838588,-11.18993237,-4.743489337,20.02019487
2.81,7.500893882,1.088708758,2.613033324,-13.19121732,0.826773453,18.23569469
2.82,11.67862558,0.663433842,-11.47938225,-14.9423406,-1.132826198,16.93484487
2.83,2.989618369,2.406227527,-10.64551333,-13.97505357,3.787022281,9.813537541
2.84,2.914569489,2.22277551,-3.474231286,-10.58954664,9.682513091,10.98096366
2.85,3.481605524,6.784063294,-8.927742653,-14.40866504,13.01801567,3.225928166
2.86,3.956915235,6.008560458,-9.578160788,-12.76594437,18.41319999,6.744877024
2.87,2.180758331,2.673066846,13.06147839,-13.79160255,14.46896059,2.892378743
2.88,-0.637741738,11.24529354,-2.423553643,-11.12322285,18.83013896,-10.09934124
2.89,5.633008063,6.208690202,2.404565145,-14.40032636,19.2053841,-2.55281004
2.9,3.039650957,1.730790614,-2.115021249,-11.74862455,15.04433552,-11.3251296
2.91,3.039650957,1.080370033,-0.438939294,-12.34067137,16.27847348,-3.553456168
2.92,1.488641175,8.685296974,2.604694596,-14.17518195,15.38622503,-10.84148527
2.93,8.659984425,-2.013295077,4.180714514,-10.75632046,9.340624311,-16.37003581
2.94,1.938934244,3.590327195,9.884413072,-11.47344782,14.18544255,-19.73886128
2.95,0.246166248,-1.212778276,6.74904516,-5.086005279,6.738935483,-22.28215544
2.96,-1.27982566,-1.788149749,2.771469149,-9.930789935,2.052566255,-19.44700773
2.97,-1.796828188,-3.756086108,5.706702893,-8.004551176,2.661293489,-19.05509006
2.98,-1.74679569,4.657685067,3.163389387,-2.834553643,3.503505358,-14.40210642
2.99,0.171117446,-6.107601569,2.879872614,-10.33938588,4.871057839,-21.01467794
3,-0.304191589,-4.381489337,4.989571639,-6.695375222,-0.257260561,-22.52397675
3.01,-1.054679367,-4.765069919,7.883113992,2.769066846,-1.207874669,-23.70806705
3.02,-1.63839194,0.329884932,5.53158943,-2.450972823,-5.302182777,-23.4495685
3.03,-0.821194303,-0.920923138,3.672051905,-5.069327865,-8.854469982,-21.97362478
3.04,-1.296503163,-3.25576343,4.030617341,6.388077599,-4.926940926,-23.68305106
3.05,-1.304841914,-3.756086108,2.079354818,7.605533885,-5.335537606,-21.46496606
3.06,4.107013057,0.063045831,4.172375782,10.97438835,-11.13093355,-13.26804485
3.07,2.831181847,-3.764424819,2.287822972,4.987169656,-11.50617464,-20.59774445
3.08,13.43811146,-4.056279675,7.040901065,6.821692105,-10.63061203,-20.81454987
3.09,2.947924547,-2.246779103,2.571339687,8.506118334,-9.496549621,-19.56374915
3.1,3.248120083,-2.688730958,7.582919256,5.470816366,-12.84870349,-17.67086982
3.11,5.182714362,0.113078161,3.054985912,10.95771084,-13.72426548,-16.49511602
3.12,5.307795938,-3.631005446,-1.656391953,7.513807708,-11.56454547,-12.15899896
3.13,3.398217864,-2.096682232,3.338502703,2.502227527,-9.571597882,-16.43674526
3.14,-0.154094008,-2.705408385,0.386593964,-2.701134233,-16.19251511,-10.89985614
3.15,4.165384434,-1.104374942,2.796485333,7.688921322,-9.755049178,-13.61826979
3.16,0.621410293,-1.029326478,8.850408365,-3.326537665,-15.05845471,-12.45919187
3.17,0.954960599,1.138741105,0.486658618,5.112250694,-16.27590189,-11.34180699
3.18,0.529683966,-1.2711493,-0.880891345,-7.170681207,-14.6081659,-1.160243605
3.19,0.412941373,-1.062681351,1.178772565,-8.37145389,-13.72426548,-5.604779661
